id,review_body,stars,language,lenght_review_body,review_body_clean,sentiment
158523,"Perfecto cumple su función , me ha valido",5,es,41,perfecto cumple su función me ha valido,positivo
159047,Tuve un problemita pero enseguida me lo solucionaron,5,es,52,tuve un problemita pero enseguida me lo solucionaron,positivo
159339,"Muy útil, mis gatas lo usan mucho",5,es,33,muy útil mis gatas lo usan mucho,positivo
159353,"Pues si estas luces son blancas que alguien me explique cómo son las blancas de verdad... Al abrir el paquete he visto que el cristal es azulado y creí que serían azules, pero cuál ha sido mi sorpresa al ponerlas y ver esto. Espero que al menos duren",2,es,250,pues si estas luces son blancas que alguien me explique cómo son las blancas de verdad al abrir el paquete he visto que el cristal es azulado y creí que serían azules pero cuál ha sido mi sorpresa al ponerlas y ver esto espero que al menos duren,negativo
159514,La compré para regalo y nos gustó mucho la pinta. Posiblemente la compremos para nuestra peque también cuando la necesitemos.,4,es,125,la compré para regalo y nos gustó mucho la pinta posiblemente la compremos para nuestra peque también cuando la necesitemos,positivo
159984,"Llego rapido, y ha quedado perfecto.",5,es,36,llego rapido y ha quedado perfecto,positivo
160164,Algo pesado aunque no está mal del todo por su tamaño.,3,es,54,algo pesado aunque no está mal del todo por su tamaño,neutro
160201,No encaja bien el teléfono sequedad saliendo todo rato,1,es,54,no encaja bien el teléfono sequedad saliendo todo rato,negativo
160439,Compré dos y los dos dejaron de funcionar a los 5 minutos. Además emite un pitido bastante molesto. Una decepción con el producto.,1,es,130,compré dos y los dos dejaron de funcionar a los minutos además emite un pitido bastante molesto una decepción con el producto,negativo
160686,"La barra parece fuerte, habrá que probarla lo único que a venido usada. Adjunto foto nada más abrir el paquete. El embalaje bueno.",1,es,130,la barra parece fuerte habrá que probarla lo único que a venido usada adjunto foto nada más abrir el paquete el embalaje bueno,negativo
161382,"La letra es tan pequeña que se hace difícil leerlo. No recomiendo esta edición, hay otras mucho mejores para este libro.",1,es,120,la letra es tan pequeña que se hace difícil leerlo no recomiendo esta edición hay otras mucho mejores para este libro,negativo
161389,"No aguanta nada de peso, se despega a la mínima que cuelgas algo.",1,es,65,no aguanta nada de peso se despega a la mínima que cuelgas algo,negativo
161405,"Por el precio que tiene, está a la altura de marcas más caras, incluso les supera en calidad.",5,es,93,por el precio que tiene está a la altura de marcas más caras incluso les supera en calidad,positivo
161492,"Los filtros están bien, no son tan tupido como otros que he comprado, tendrás un buen flujo de aire y tu caja de pc limpia.",4,es,123,los filtros están bien no son tan tupido como otros que he comprado tendrás un buen flujo de aire y tu caja de pc limpia,positivo
161639,"Era para regalo y todo un éxito, hasta que se lavó, sin exagerar ha encogido de largo más de 10 cm,.... Hasta hoy no me he enterado sino la hubiera devuelto, pero se ha pasado el plazo. compré además otra también para regalo y no sé que habrá pasado, miedo me da.... una pena porque es original...",1,es,297,era para regalo y todo un éxito hasta que se lavó sin exagerar ha encogido de largo más de cm hasta hoy no me he enterado sino la hubiera devuelto pero se ha pasado el plazo compré además otra también para regalo y no sé que habrá pasado miedo me da una pena porque es original,negativo
161925,"Yo no conocía nada de este tema. Me ha parecido una buena introducción, aunque demasiado extensa. He ampliado mis conocimientos y en algunos momentos he disfrutado de la lectura.",3,es,178,yo no conocía nada de este tema me ha parecido una buena introducción aunque demasiado extensa he ampliado mis conocimientos y en algunos momentos he disfrutado de la lectura,neutro
162484,"No están nada mal los pendientes, la única pega que los veo un poco grandes para mi gusto y algo pesado para la oreja. Que medida son? 8 mm, 10mm o cual, por favor si alguien lo sabe que me lo diga gracias.",2,es,206,no están nada mal los pendientes la única pega que los veo un poco grandes para mi gusto y algo pesado para la oreja que medida son mm mm o cual por favor si alguien lo sabe que me lo diga gracias,negativo
162518,Pense que seria mas potente a la hora de amasar y demas Y no intenteis hacer frosting porque no puede con ello... En fin para ser la primera m vale,2,es,147,pense que seria mas potente a la hora de amasar y demas y no intenteis hacer frosting porque no puede con ello en fin para ser la primera m vale,negativo
162545,"De momento es buena y fácil . El precio está bien , ni caro ni barato",4,es,69,de momento es buena y fácil el precio está bien ni caro ni barato,positivo
162751,He seguido las instrucciones de calentar en el horno y luego sacar a la mesa Al primer uso se han echo dos rajas y da un poco de miedo seguir usándola Creo que es mejor gastar un poco más y comprar una mejor y más duradera,2,es,222,he seguido las instrucciones de calentar en el horno y luego sacar a la mesa al primer uso se han echo dos rajas y da un poco de miedo seguir usándola creo que es mejor gastar un poco más y comprar una mejor y más duradera,negativo
162810,"El microfono funciona decentemente, sólo tiene jack 6, para 3,5 hay que comprar un adaptador, hay que comprar también un capuchón, pues con aire graba un silvido.",2,es,162,el microfono funciona decentemente sólo tiene jack para hay que comprar un adaptador hay que comprar también un capuchón pues con aire graba un silvido,negativo
162837,El audio no funciona con los cascos originales de apple. Devolución solicitada :(,1,es,81,el audio no funciona con los cascos originales de apple devolución solicitada,negativo
163035,Auriculares de uso diario con buena calidad de sonido a buen precio.,4,es,68,auriculares de uso diario con buena calidad de sonido a buen precio,positivo
163080,No ha cumplido con mis necesidades de suavizar el cabello,2,es,57,no ha cumplido con mis necesidades de suavizar el cabello,negativo
163350,El adaptador de Go Pro no encaja con el tornillo.,1,es,49,el adaptador de go pro no encaja con el tornillo,negativo
163420,"No cuenta bien la cantidad de pasos que das al caminar, sin embargo para salir a correr es perfecto.",1,es,100,no cuenta bien la cantidad de pasos que das al caminar sin embargo para salir a correr es perfecto,negativo
163503,adaptador comprado para poder conectar un ordenador a un portátil al pasar un cable fabricado a través de varias habitaciones. En principio cumple con lo que es.,4,es,161,adaptador comprado para poder conectar un ordenador a un portátil al pasar un cable fabricado a través de varias habitaciones en principio cumple con lo que es,positivo
163511,Con y sin pegatina de sujeción. Se ha salido en el bolso tras tenerlo toda la noche y ha cogido suciedad. A la basura directo...,1,es,128,con y sin pegatina de sujeción se ha salido en el bolso tras tenerlo toda la noche y ha cogido suciedad a la basura directo,negativo
163592,es igual al que tenia que sustituir pero no lleva para que el pasador puedad sujetarlo entra presión espero sea seguro,3,es,118,es igual al que tenia que sustituir pero no lleva para que el pasador puedad sujetarlo entra presión espero sea seguro,neutro
163704,"A durado menos tiempo de lo esperado , no creo que el precio se ajuste a su calidad .",2,es,85,a durado menos tiempo de lo esperado no creo que el precio se ajuste a su calidad,negativo
163833,"La batería se descarga en un par de días, NO en siete como dice el fabricante.",2,es,78,la batería se descarga en un par de días no en siete como dice el fabricante,negativo
164151,"Botas buenas. Yo las voy a utilizar para la moto; de esa manera cuando te bajas de la moto y ves una ciudad llevas un calzado cómodo. Cuidado con la talla. Yo tengo un 43 y pedí un 42 que me queda perfecto, haciendo caso a la gente que decía que las Panama tallaban un número por encima.",5,es,287,botas buenas yo las voy a utilizar para la moto de esa manera cuando te bajas de la moto y ves una ciudad llevas un calzado cómodo cuidado con la talla yo tengo un y pedí un que me queda perfecto haciendo caso a la gente que decía que las panama tallaban un número por encima,positivo
164202,"Las costuras de las asas son muy débiles, solo con cargar el ordenador y libretas, al poco tiempo se descosieron.",2,es,113,las costuras de las asas son muy débiles solo con cargar el ordenador y libretas al poco tiempo se descosieron,negativo
164287,Gracias ha llegado en perfectas condiciones. Y corresponde al producto que he solicitado. Ha llegado un día por adelantado de lo que marca el control de seguimientos.,4,es,166,gracias ha llegado en perfectas condiciones y corresponde al producto que he solicitado ha llegado un día por adelantado de lo que marca el control de seguimientos,positivo
164358,"Demasiado pequeñas y demasiado ligeras. A mí me ha decepcionado porque me había hecho una idea distinta por la foto, pero claro, por ese precio tampoco se puede pedir mucho más.",3,es,177,demasiado pequeñas y demasiado ligeras a mí me ha decepcionado porque me había hecho una idea distinta por la foto pero claro por ese precio tampoco se puede pedir mucho más,neutro
164621,"Muy malo , al poco tiempo ya no funciona uno de los auriculares, mala calidad",1,es,77,muy malo al poco tiempo ya no funciona uno de los auriculares mala calidad,negativo
165914,Lo usamos con nuestro perro de tamaño pequeño. No sabemos muy bien colocarlo porque no hay instrucciones detalladas. No lo volvería a comprar,3,es,141,lo usamos con nuestro perro de tamaño pequeño no sabemos muy bien colocarlo porque no hay instrucciones detalladas no lo volvería a comprar,neutro
165928,Aun que el producto esta bien las hojas de teflon son diferente de la photo. Las hojas (o mats ) son planas creo que una photo real del producto seria mejor. He utilizado este typo de producto en el pasado y la verdad que quita problemas de limpieza de la bbq,3,es,259,aun que el producto esta bien las hojas de teflon son diferente de la photo las hojas o mats son planas creo que una photo real del producto seria mejor he utilizado este typo de producto en el pasado y la verdad que quita problemas de limpieza de la bbq,neutro
166134,"Al día siguiente de adherirlo al terminal se ha despegado. No es lo que me esperaba, calidad mediocre. No lo recomendaría.",1,es,122,al día siguiente de adherirlo al terminal se ha despegado no es lo que me esperaba calidad mediocre no lo recomendaría,negativo
166377,"Viene con varias cosas. Una tarjeta, una bolsa etc, o sea que es perfecto para regalar con algún detalle en el pen drive y no dar simplemente el pen. Le sacaría la pega de que la caja de madera y la madera del pen no tiene un acabado muy fino. Las aristas no están redondeadas, las esquinas tampoco.... un acabado un poco basto, pero es lo único que le saco de pega",3,es,365,viene con varias cosas una tarjeta una bolsa etc o sea que es perfecto para regalar con algún detalle en el pen drive y no dar simplemente el pen le sacaría la pega de que la caja de madera y la madera del pen no tiene un acabado muy fino las aristas no están redondeadas las esquinas tampoco un acabado un poco basto pero es lo único que le saco de pega,neutro
166442,"La lámpara llegó con la parte de iluminación montada del revés, me tocó desmontarla y ponerla del derecho para que pudiese utilizarse adecuadamente. por lo demás funciona bien.",2,es,176,la lámpara llegó con la parte de iluminación montada del revés me tocó desmontarla y ponerla del derecho para que pudiese utilizarse adecuadamente por lo demás funciona bien,negativo
166590,"Excelente, muchísima iluminación",5,es,32,excelente muchísima iluminación,positivo
166599,Los niños lo tocan constantemente y al echarlo para atrás sale todo el agua desparramada y si abren el grifo muy fuerte también sale disparada,1,es,142,los niños lo tocan constantemente y al echarlo para atrás sale todo el agua desparramada y si abren el grifo muy fuerte también sale disparada,negativo
166936,Algunas banderas vienen mal cortadas o les falta un trozo... por lo demás calidad-precio no se puede pedir mucho,3,es,112,algunas banderas vienen mal cortadas o les falta un trozo por lo demás calidadprecio no se puede pedir mucho,neutro
167116,"Funciona bien, aunque mejor rascar con cuchillo que con esa mini sierra",4,es,71,funciona bien aunque mejor rascar con cuchillo que con esa mini sierra,positivo
167392,"Se me desmontaron nada más abrirlas, eran muy claras y consta de una fina pantalla sobre la montura. La devolví, sin ningún problema",1,es,132,se me desmontaron nada más abrirlas eran muy claras y consta de una fina pantalla sobre la montura la devolví sin ningún problema,negativo
167694,Tiene los agujeros tan finitos que a los dos días se ha obstruido por la Cal.,1,es,77,tiene los agujeros tan finitos que a los dos días se ha obstruido por la cal,negativo
168083,No porque pedi 3 y me mandaron solo dos despues de casi un mes que lo pedi.. espero me manden el que me falta,1,es,109,no porque pedi y me mandaron solo dos despues de casi un mes que lo pedi espero me manden el que me falta,negativo
168126,"Muy bonita y cumple con nuestras expectativas, la recomiendo",5,es,60,muy bonita y cumple con nuestras expectativas la recomiendo,positivo
168265,"Le hace falta ser algo más blando y ligero, acercándose a lo que sería un cepillo normal. Por lo demás no va mal en cuanto al alisado del pelo (lo usa mi hija y mi mujer casi a diario): es rápido y alcanza altas temperaturas.",3,es,225,le hace falta ser algo más blando y ligero acercándose a lo que sería un cepillo normal por lo demás no va mal en cuanto al alisado del pelo lo usa mi hija y mi mujer casi a diario es rápido y alcanza altas temperaturas,neutro
168750,"El producto bien, pero el embalaje llegó rajado tal y como en la foto. La caja del teléfono totalmente raspada debido a esto y, por ahora el móvil funciona perfectamente pero no sé si al recibir impactos sin protección durante el trayecto tendré algún problema en el futuro (además de que podrían haberlo robado al estar expuesto). Desconfío.",2,es,342,el producto bien pero el embalaje llegó rajado tal y como en la foto la caja del teléfono totalmente raspada debido a esto y por ahora el móvil funciona perfectamente pero no sé si al recibir impactos sin protección durante el trayecto tendré algún problema en el futuro además de que podrían haberlo robado al estar expuesto desconfío,negativo
168981,Solución perfecta como punto de luz de paso,5,es,43,solución perfecta como punto de luz de paso,positivo
169016,El controlador va bien y es fácil de instalar. La única pega es que les costo mucho enviarlo y llego fuera de plazo.,3,es,116,el controlador va bien y es fácil de instalar la única pega es que les costo mucho enviarlo y llego fuera de plazo,neutro
169128,"Por el precio que tiene no se le puede pedir más, así que está bien, eso sí, para tender cosas pequeñas y de poco peso.",4,es,119,por el precio que tiene no se le puede pedir más así que está bien eso sí para tender cosas pequeñas y de poco peso,positivo
169456,Pequeño pero bien me gustó mucho lo puedes llevar en el bolso mano aka k u t t r 3,3,es,82,pequeño pero bien me gustó mucho lo puedes llevar en el bolso mano aka k u t t r,neutro
170159,No eran los colores tan bonitos como en la foto,3,es,47,no eran los colores tan bonitos como en la foto,neutro
170429,"Llegó muy puntual pero el producto no era lo que esperábamos ya que la arena estaba muy seca y apelmazada, no como otras que hemos comprado de la misma marca",2,es,157,llegó muy puntual pero el producto no era lo que esperábamos ya que la arena estaba muy seca y apelmazada no como otras que hemos comprado de la misma marca,negativo
170753,No hay mucho q decir de una pegatina.. Lo único q llegó muy rápido!!,2,es,68,no hay mucho q decir de una pegatina lo único q llegó muy rápido,negativo
170912,"No cubre toda la pantalla y después de un golpe se me ha rajado por una esquina, por lo demás la calidad del protector es buena",3,es,127,no cubre toda la pantalla y después de un golpe se me ha rajado por una esquina por lo demás la calidad del protector es buena,neutro
170972,Vale para el fin adquirido,3,es,26,vale para el fin adquirido,neutro
171000,"Buen producto, hace su función.",5,es,31,buen producto hace su función,positivo
171190,Ha llegado en perfecto estado. Lleva un buen embalaje para que no llegue ninguna esquina mal. Siempre bien comprando libros de texto por aquí.,5,es,142,ha llegado en perfecto estado lleva un buen embalaje para que no llegue ninguna esquina mal siempre bien comprando libros de texto por aquí,positivo
171235,"Aspira correctamente y es fácil de limpiar, pero la batería dura unos 15 min y se ha muerto después de 1 año y 11 meses, justo para que entrara en garantía. Por suerte el servicio técnico de BOSCH ha respondido a la perfección y me han devuelto el importe íntegro de la compra.",3,es,277,aspira correctamente y es fácil de limpiar pero la batería dura unos min y se ha muerto después de año y meses justo para que entrara en garantía por suerte el servicio técnico de bosch ha respondido a la perfección y me han devuelto el importe íntegro de la compra,neutro
171268,"Utilizadas dos en semana, muy bueno para dar un toque más de hidratación a la piel, notas la diferencia en cuanto te la quitas, y 24 horas después.",4,es,147,utilizadas dos en semana muy bueno para dar un toque más de hidratación a la piel notas la diferencia en cuanto te la quitas y horas después,positivo
171860,"Muy mal empaquetado, ha llegado todo deformado, imposible de utilizar",1,es,69,muy mal empaquetado ha llegado todo deformado imposible de utilizar,negativo
172134,Es muy bonito el reloj. He comprado para un niño de casi 3 años. Calidad precio me parece correcta. Volveria a comprar.,5,es,119,es muy bonito el reloj he comprado para un niño de casi años calidad precio me parece correcta volveria a comprar,positivo
172267,"parece más un libro de genero juvenil que otra cosa. Es un libro típico de tumbona de playa. Intenta crear momentos de tensión, pero en mi opinión no lo logra ni una sola vez. Seguro que en dos días no me acuerdo de que iba, no causa ninguna impresión.",2,es,252,parece más un libro de genero juvenil que otra cosa es un libro típico de tumbona de playa intenta crear momentos de tensión pero en mi opinión no lo logra ni una sola vez seguro que en dos días no me acuerdo de que iba no causa ninguna impresión,negativo
172560,Estaba agotado y tardó más de lo normal en llegar,4,es,49,estaba agotado y tardó más de lo normal en llegar,positivo
172808,Es buen jabon y dura mucho,3,es,26,es buen jabon y dura mucho,neutro
173099,No se puede poner bien la carcasa protectora de la luz. Se sale,2,es,63,no se puede poner bien la carcasa protectora de la luz se sale,negativo
173214,"Va un poco duro, pero por el precio que tiene ¿qué le vas a pedir? Demasiado que sujeta un flash barato.",3,es,104,va un poco duro pero por el precio que tiene qué le vas a pedir demasiado que sujeta un flash barato,neutro
173507,"Está bien, pero pensaba que tendría que hacer menos fuerza",3,es,58,está bien pero pensaba que tendría que hacer menos fuerza,neutro
173727,"Necesitamos un día completo para completar el proceso con rodajas finas de manzana por ejemplo, no nos convence para nada y con el consumo energético es mejor comprarla ya deshidratada.",1,es,185,necesitamos un día completo para completar el proceso con rodajas finas de manzana por ejemplo no nos convence para nada y con el consumo energético es mejor comprarla ya deshidratada,negativo
173746,"Bastante malo, no encajan las pegatinas entre si en ninguna esquina y los espacios se ensucian muy rapido, se levantan si no las aprietas bien y, la usas nada mas ponerlo si no usas el mando se levanta la pegatina. Compra decepcionante.",1,es,236,bastante malo no encajan las pegatinas entre si en ninguna esquina y los espacios se ensucian muy rapido se levantan si no las aprietas bien y la usas nada mas ponerlo si no usas el mando se levanta la pegatina compra decepcionante,negativo
173764,calidad precio bueno pero el la óptica no tiene mucho alcance,4,es,61,calidad precio bueno pero el la óptica no tiene mucho alcance,positivo
173828,"Perfecto para guardar toda la tornilleria que tienes normalmente desperdigada en la caja de herramientas. Te facilita la vida a la hora de buscar algo, los separadores al ponerlos a diversas medidas te permiten crear el numero de grupos que quieras.",5,es,249,perfecto para guardar toda la tornilleria que tienes normalmente desperdigada en la caja de herramientas te facilita la vida a la hora de buscar algo los separadores al ponerlos a diversas medidas te permiten crear el numero de grupos que quieras,positivo
174033,Todo perfecto tanto en precio como a la hora de realizar su función.,5,es,68,todo perfecto tanto en precio como a la hora de realizar su función,positivo
174387,"Escogí este modelo porque me pareció que con la base giratoria y el respaldo reclinable sería muy útil y cómoda, y además el precio es muy razonable. Lo hemos usado durante un par de semanas y estamos muy contentos, las ventosas agarran muy bien y la base antideslizante ayuda mucho. Además es cómodo meter y sacar a la niña, ha sido un acierto. Por ponerle un pero, la parte de separación entre las piernas es muy baja, y como todavía no se sujeta del todo bien sentada a veces al tumbarla se escurre y se puede salir por abajo o hacerse daño, así que hay que sujetarla bien hasta que aprenda a sentarse con estabilidad. Estaría bien si esa parte fuese un poco más alta para que la sujetase mejor hasta entonces. Pero aún así, estoy encantada con la compra.",4,es,758,escogí este modelo porque me pareció que con la base giratoria y el respaldo reclinable sería muy útil y cómoda y además el precio es muy razonable lo hemos usado durante un par de semanas y estamos muy contentos las ventosas agarran muy bien y la base antideslizante ayuda mucho además es cómodo meter y sacar a la niña ha sido un acierto por ponerle un pero la parte de separación entre las piernas es muy baja y como todavía no se sujeta del todo bien sentada a veces al tumbarla se escurre y se puede salir por abajo o hacerse daño así que hay que sujetarla bien hasta que aprenda a sentarse con estabilidad estaría bien si esa parte fuese un poco más alta para que la sujetase mejor hasta entonces pero aún así estoy encantada con la compra,positivo
174469,"Es una batidora perfecta para uso diario, con varios vasos lo que es de agradecer. La única pega que le podría es que el botón hay que mantenerlo pulsado y no se queda apretado.",5,es,177,es una batidora perfecta para uso diario con varios vasos lo que es de agradecer la única pega que le podría es que el botón hay que mantenerlo pulsado y no se queda apretado,positivo
174505,Ajusta fatal no se adapta al teléfono,1,es,37,ajusta fatal no se adapta al teléfono,negativo
174942,"El material de las uñas es resistente, pero las fundas o son muy grandes o muy pequeñas para las uñas de un gato. Són fáciles de poner, pero comparadas con otras que he provado no acaban de ser las más ideales para ponerselas a un gato, ya que o bien les sobra mucho espacio entre la funda y la uña, o les viene demasiado justa. No contiene pegamento",3,es,350,el material de las uñas es resistente pero las fundas o son muy grandes o muy pequeñas para las uñas de un gato són fáciles de poner pero comparadas con otras que he provado no acaban de ser las más ideales para ponerselas a un gato ya que o bien les sobra mucho espacio entre la funda y la uña o les viene demasiado justa no contiene pegamento,neutro
175300,"Es la segunda vez que pido este producto y no me ha llegado. Lo han dejado en otro sitio y nunca me fue recepcionado. Pésimo el servicio de entrega, he perdido por dos veces el dinero.",1,es,184,es la segunda vez que pido este producto y no me ha llegado lo han dejado en otro sitio y nunca me fue recepcionado pésimo el servicio de entrega he perdido por dos veces el dinero,negativo
175378,"los acabados de la luz y sujeccion son buenos pero la falta intensidad,rodando de dia le falta fuerza para que se vea desde lejos",3,es,129,los acabados de la luz y sujeccion son buenos pero la falta intensidadrodando de dia le falta fuerza para que se vea desde lejos,neutro
175638,"No lo volvería a comprar dado su precio. En mi opinión debería costar la mitad. Lo mejor el tiempo que pasas montándolo la primera vez, porque después se desarma continuamente y es una lata. A poco que lo toques hay que volver a colocar las piezas.",2,es,248,no lo volvería a comprar dado su precio en mi opinión debería costar la mitad lo mejor el tiempo que pasas montándolo la primera vez porque después se desarma continuamente y es una lata a poco que lo toques hay que volver a colocar las piezas,negativo
175814,"Aunque es muy pronto para afirmar que es un producto excelente,ya que es necesario esperar varios días para ver los resultados,,si es cierto que es bueno en cuanto a presentación,embalaje y apariencia exterior.La rapidez del envío es la esperada.",4,es,246,aunque es muy pronto para afirmar que es un producto excelenteya que es necesario esperar varios días para ver los resultadossi es cierto que es bueno en cuanto a presentaciónembalaje y apariencia exteriorla rapidez del envío es la esperada,positivo
176224,El producto es el esperado. Un alargador de cable HDMI. Llegó en el plazo indicado.,3,es,83,el producto es el esperado un alargador de cable hdmi llegó en el plazo indicado,neutro
176342,El producto en si no estaba mal. Simple pero tampoco hay mucho que pedir a un calienta biberones. Pero al mes dejo de funcionar no se encendía los led ni calentaba. DInero a la basura.,1,es,184,el producto en si no estaba mal simple pero tampoco hay mucho que pedir a un calienta biberones pero al mes dejo de funcionar no se encendía los led ni calentaba dinero a la basura,negativo
176354,Tenía este libro desde hace tiempo en mi Kindle y ha sido empezarlo y leerlo en un par de días. La ambientación del Madrid de finales del siglo XIX me ha encantado y sus protagonistas franceses que contrastan con el pensamiento en nuestro país en ese época. En ningún momento decae la tensión por saber quién se esconde tras el seudónimo que está dejando un reguero de cadáveres.,4,es,379,tenía este libro desde hace tiempo en mi kindle y ha sido empezarlo y leerlo en un par de días la ambientación del madrid de finales del siglo xix me ha encantado y sus protagonistas franceses que contrastan con el pensamiento en nuestro país en ese época en ningún momento decae la tensión por saber quién se esconde tras el seudónimo que está dejando un reguero de cadáveres,positivo
176459,"Es todo perfecto,solo que la caferera se queda empañada siempre!!!solo la he usado una vez,pues llego hace un dia,pero parece muy buena",4,es,135,es todo perfectosolo que la caferera se queda empañada siempresolo la he usado una vezpues llego hace un diapero parece muy buena,positivo
176663,El articulo ha venido golpeado. El vendedor solo dice que dará conocimiento a la agencia de transporte. Nos toca quedarnos con el articulo en MAL ESTADO,1,es,152,el articulo ha venido golpeado el vendedor solo dice que dará conocimiento a la agencia de transporte nos toca quedarnos con el articulo en mal estado,negativo
176918,lo tengo en pruebas y eso si el envoltorio deja mucho en la calidad dado que viene en una bolsa de plastico,4,es,107,lo tengo en pruebas y eso si el envoltorio deja mucho en la calidad dado que viene en una bolsa de plastico,positivo
177105,El colgante precioso producto muy bonito parece plata,4,es,53,el colgante precioso producto muy bonito parece plata,positivo
177336,Creo que en ese aspecto va todo genial. salvo en garantía del producto que no me llego ningún papel ni explicación de la que tiene y como utilizarla,4,es,148,creo que en ese aspecto va todo genial salvo en garantía del producto que no me llego ningún papel ni explicación de la que tiene y como utilizarla,positivo
177690,"Precio similar al de farmacia pero como lo necesitaba aproveche para llegar al gasto para no pagar envio ,producto en perfecto en presentacion.",3,es,143,precio similar al de farmacia pero como lo necesitaba aproveche para llegar al gasto para no pagar envio producto en perfecto en presentacion,neutro
177789,"Perfecta para jugar a los juegos de 3DS a un precio mucho más reducido que esta, estéticamente la consola es muy bonita",4,es,119,perfecta para jugar a los juegos de ds a un precio mucho más reducido que esta estéticamente la consola es muy bonita,positivo
177962,"Use este producto para la cama y es muy comodo, cumple con lo descrito en la pagina, puede que no sea tan confortable para personas con mucho peso ya que es de grosor basico.",5,es,174,use este producto para la cama y es muy comodo cumple con lo descrito en la pagina puede que no sea tan confortable para personas con mucho peso ya que es de grosor basico,positivo
178073,"Producto con buena apariencia pero que una vez puesto, ver foto, queda impresentable. Horroroso. Se puede devolver una vez colocado? Lo he devuelto. Un 10 por Amazon. Fácil y rápido.",1,es,182,producto con buena apariencia pero que una vez puesto ver foto queda impresentable horroroso se puede devolver una vez colocado lo he devuelto un por amazon fácil y rápido,negativo
178545,"Me aparece el paquete entregado el miércoles 31 de julio y es mentira, no he recibido el paquete.",1,es,97,me aparece el paquete entregado el miércoles de julio y es mentira no he recibido el paquete,negativo
178624,"Me gustó, pero no ha durado demasiado",3,es,37,me gustó pero no ha durado demasiado,neutro
179283,Es un truño en cuanto a duración de batería y en cuanto a funciones. Tristemente suunto no mejora y saca relojes a medio hacer y sin posibilidad de personalizar como un garmin,3,es,175,es un truño en cuanto a duración de batería y en cuanto a funciones tristemente suunto no mejora y saca relojes a medio hacer y sin posibilidad de personalizar como un garmin,neutro
179383,"No es adecuado para la edad que ponen , muy complicado para niños de esa edad, no entienden el funcionamiento.",3,es,110,no es adecuado para la edad que ponen muy complicado para niños de esa edad no entienden el funcionamiento,neutro
179453,"Buen producto satisfacción con está compra muy bien muy buena y doy 5 estrellas Sarten Acero Inoxidable Deik, Sarten Induccion,...",5,es,130,buen producto satisfacción con está compra muy bien muy buena y doy estrellas sarten acero inoxidable deik sarten induccion,positivo
179515,"Va muy bien para la Nintendo, por ponerle una pega, de vez en cuando se desconecta, pero se conecta rapido. Y la primera conexión es un poco complicado pero bien",5,es,161,va muy bien para la nintendo por ponerle una pega de vez en cuando se desconecta pero se conecta rapido y la primera conexión es un poco complicado pero bien,positivo
179580,"Cuando lo recibí hace tres dias le dí 4 estrellas, ya que la succión es potente, es facil de desmontar y con el mango rotatorio puedo aspirar debajo de la cama. Pero al segundo dia ya no funcionaba el botón de encendido/apagado del mango así que llamé a amazon para reemplazarlo pero me han dicho que ellos solo son distribuidores y que no me lo pueden reemplazar pero sí que lo puedo devolver. Así que pedí el uso de la garantía a lo que me han respondido que no hay servicio técnico en España y que tampoco tienen el número de contacto del vendedor. Así que he decidido devolverlo y comprar otra marca",2,es,603,cuando lo recibí hace tres dias le dí estrellas ya que la succión es potente es facil de desmontar y con el mango rotatorio puedo aspirar debajo de la cama pero al segundo dia ya no funcionaba el botón de encendidoapagado del mango así que llamé a amazon para reemplazarlo pero me han dicho que ellos solo son distribuidores y que no me lo pueden reemplazar pero sí que lo puedo devolver así que pedí el uso de la garantía a lo que me han respondido que no hay servicio técnico en españa y que tampoco tienen el número de contacto del vendedor así que he decidido devolverlo y comprar otra marca,negativo
179915,"La verdad que no , es un producto de una sola ida . Me la compré para hacer un viaje de 12 horas a indonesia y en el último tramo ya estaba perdiendo aire. Tendré que poner un parche o en el peor de los casos para mí próximo viaje comprar otra .",1,es,245,la verdad que no es un producto de una sola ida me la compré para hacer un viaje de horas a indonesia y en el último tramo ya estaba perdiendo aire tendré que poner un parche o en el peor de los casos para mí próximo viaje comprar otra,negativo
180365,"Al principio no iba mal, pero en cuanto lo usas un poco, la carga dura muy poco, hay que pasarse media vida cargandolo.",2,es,119,al principio no iba mal pero en cuanto lo usas un poco la carga dura muy poco hay que pasarse media vida cargandolo,negativo
180371,"Muy contento sobre todo con el vendedor,los problemas que tube me lo soluciono con gran solvencia",5,es,97,muy contento sobre todo con el vendedorlos problemas que tube me lo soluciono con gran solvencia,positivo
180407,"Jamás volvería a comprarlo....en las fotos se ve muy bonito, pero...",1,es,68,jamás volvería a comprarloen las fotos se ve muy bonito pero,negativo
180671,"La caja del producto llegó un poco dañada. Pero lo que interessa es el producto. Se lo he aplicado a mi hija. La he tenido dos horas con el liquido en la cabeza, y papel film. Después de lavarlo ha saltado los bichos muertos, y no ha quedado ni una liendre después de pasar la liendrera. Estoy muy contenta con el producto.",5,es,323,la caja del producto llegó un poco dañada pero lo que interessa es el producto se lo he aplicado a mi hija la he tenido dos horas con el liquido en la cabeza y papel film después de lavarlo ha saltado los bichos muertos y no ha quedado ni una liendre después de pasar la liendrera estoy muy contenta con el producto,positivo
180707,"Me gusta por varios motivos : práctica,entra debajo de la cama,no es ruidosa,estoy muy contenta de aver echo está compra !",5,es,122,me gusta por varios motivos prácticaentra debajo de la camano es ruidosaestoy muy contenta de aver echo está compra,positivo
